question,gold,category
"29세 여성이 견과류가 포함된 쿠키를 섭취한 후 10분 만에 입술이 붓고 전신적인 두드러기가 발생하여 응급실에 내원하였다. 환자는 이후 심한 복통과 구토를 동반하였으며, 어지러움을 호소하였다. 과거에도 견과류를 섭취한 후 경미한 두드러기를 경험한 적이 있었으나, 이번처럼 심한 증상은 처음이라고 하였다. 신체 진찰에서 복부의 전반적인 압통이 관찰되었으며, 청진 시 장음이 증가되어 있었다. 이 환자의 가장 가능성이 높은 진단명은?

혈액검사: 백혈구 8,500/mm³, 혈소판 260,000/mm³, 호산구 4.5%, 총 IgE 150 IU/mL. 혈청 트립테이스 42 µg/L. 간기능 검사 정상. 신장 기능 검사 정상. 복부 초음파에서 장벽 부종 소견 관찰됨.

A. 위식도 역류질환
B. 급성 장염
C. 식품 알레르기
D. 비만세포 활성화 증후군
E. 특발성 아나필락시스",C,Allergy and Immunology
"70세 남성이 운동할 때 어지럼과 흉부 불편감을 호소하며 내원하였다. 몇 달 전부터 계단을 오를 때 숨이 차고 가슴이 답답한 느낌이 들었다고 한다. 최근에는 짧은 거리만 걸어도 어지럼을 느끼며, 피로감도 심해졌다고 한다. 이 환자에게서 필요한 치료는?

혈압: 130/75 mmHg, 심박수 68회/분, 심초음파: 대동맥판막 면적 0.8 cm², 좌심실 구혈률 60%

A. 약물요법만 시행
B. 승모판 성형술
C. 대동맥판 치환술
D. 체외막산소화 기기 적용
E. 단순 대증 치료",C,Cardiology
"9세 남아가 몇 달 전부터 자주 어지러움을 느끼고, 다리가 자주 저린다고 부모와 함께 병원에 왔다. 부모는 아이가 물을 많이 마시고, 최근 키가 또래보다 작은 것 같다고 걱정하고 있다. 신체 진찰에서 혈압은 85/60 mmHg였으며, 성장 곡선에서 체중과 키 모두 10백분위수 이하였다. 이 환자의 가장 가능성 높은 진단은?

혈액검사: 나트륨 138 mEq/L, 칼륨 2.8 mEq/L, 크레아티닌 0.5 mg/dL, 칼슘 9.5 mg/dL, 인 2.3 mg/dL. 소변검사: 나트륨 배설 증가, 칼륨 배설 증가, 칼슘 배설 증가, 레닌 활성 증가.

A. 바터 증후군
B. 지틀만 증후군
C. 선천성 부신과형성증
D. 리들 증후군
E. 만성 대사성 산증",A,Nephrology
"36세 남성이 어지러움과 근육 경련을 호소하며 병원에 왔다. 환자는 최근 다이어트를 위해 하루 5L 이상의 물을 섭취하고 있으며, 한 달 동안 7kg을 감량했다고 한다. 신체 진찰에서 혈압 110/70 mmHg, 심박수 78회/분, 호흡수 18회/분이었으며, 신경학적 검사에서 심부건 반사가 항진되어 있었다. 이 환자의 가장 적절한 치료는?

동맥혈 가스 검사: pH 7.48, pCO₂ 50 mmHg, HCO₃⁻ 34 mEq/L, Na⁺ 139 mEq/L, K⁺ 2.1 mEq/L, Cl⁻ 92 mEq/L.

A. 칼륨 및 염화나트륨 보충
B. 중탄산나트륨 정주
C. 고농도 포도당과 인슐린 투여
D. ACE 억제제 투여
E. 베타차단제 투여",A,Nephrology
"48세 남성이 건설 현장에서 일하는 중 점점 악화되는 기침과 호흡곤란을 주소로 내원하였다. 증상은 주중에 심해지고, 주말이나 휴가 기간 동안 호전되는 양상을 보였다. 환자는 10년 이상 건설 현장에서 일하며, 페인트와 금속 가루에 자주 노출되었다고 하였다. 최근에는 낮에도 숨이 차고 기침이 심해지는 날이 많아졌으며, 가슴이 답답한 느낌도 든다고 하였다. 흡연력은 없으며, 평소에 특별한 알레르기 병력은 없었다. 신체 진찰에서 천명이 들렸으며, 호기 시 들숨보다 길어지는 패턴을 보였다. 가장 가능성이 높은 진단명은?

폐기능 검사: FEV1 78%, FEV1/FVC 65%, 기관지 확장제 사용 후 FEV1 변화 +18%. 혈액검사: 백혈구 8,200/mm³, 호산구 5.1%, 총 IgE 150 IU/mL. 흉부 X-ray 정상, 기관지 유발 검사에서 메타콜린 반응 양성.

A. 천식
B. 직업성 천식
C. COPD
D. 기침 과민 증후군
E. 기흉",B,Allergy and Immunology
"31세 남성이 브라질 아마존 지역으로 연구 목적으로 출국 예정이며, 과거 예방접종력이 불분명하다. 브라질 정부가 요구하는 필수 백신은 무엇인가?

아마존 지역 출국, 예방접종 기록 없음

A. A형 간염
B. B형 간염
C. 황열
D. 일본뇌염
E. 장티푸스",C,Infectious Diseases
"58세 남성이 류마티스 관절염으로 면역억제제(Infliximab) 치료 중이며, 대상포진/수두 예방접종을 받은 적이 없다. 수두 환자와 접촉하였고, 수두 병력은 불분명하다. 이 환자에게 필요한 조치는?

절대 호중구 수 900/μL, IgG 520 mg/dL(정상 하한), 감염 위험도 높음

A. 수두 생백신 접종
B. 불활성화 대상포진 백신(RZV) 접종
C. 수두 항체 검사 후 IVIG 투여
D. A형 간염 백신 접종
E. Tdap 접종",C,Infectious Diseases
"47세 남성이 교통사고 이후 가슴 부위에 심한 통증을 호소하며 내원하였다. 환자는 사고 직후부터 호흡이 점점 가빠지고 있으며, 숨을 들이마시기 어려운 느낌이 든다고 한다. 도착 당시 혈압이 저하된 상태였고, 경정맥이 확장되어 있었다. 청진에서 한쪽 폐에서 호흡음이 거의 들리지 않았으며, 흉부 엑스레이에서 기흉이 의심되었다. 현재 상태에서 긴급하게 시행해야 할 처치는?

혈압 90/60 mmHg, 맥박수 110회/분, 흉부 청진: 한쪽 호흡음 감소, 경정맥 확장, 흉부 X-ray: 기흉 의심

A. 흉관 삽입
B. 수액 제한
C. 노르에피네프린 투여
D. 체외막산소화 기기 적용
E. 고용량 이뇨제 투여",A,Cardiology
"62세 여성이 1년 전부터 지속된 요실금을 주소로 내원하였다. 기침이나 재채기 시 소변이 새며, 방광이 가득 차는 느낌은 없다. 밤에도 거의 일어나지 않는다. 이 환자의 가장 가능성이 높은 진단은?

BMI 27.1, 혈압 130/85 mmHg, 골반 검사: 질벽 전벽 약화, Q-tip 검사 40도 이상 이동, 잔뇨량 20mL 미만, 요역동학 검사: 복압 상승 시 요류 발생

A. 긴박성 요실금
B. 복압성 요실금
C. 범람 요실금
D. 기능성 요실금
E. 신경인성 방광",B,Gynecology
"58세 여성이 6개월 전부터 발생한 요실금을 주소로 내원하였다. 환자는 배뇨 후에도 방광이 완전히 비워지지 않는 느낌이 있고, 소변이 자주 새는 증상을 호소한다. 기침이나 재채기 시 요실금은 없으며, 야간에도 증상이 지속된다. 이 환자의 진단을 위해 가장 적절한 검사는?

BMI 25.8, 방광 촉진 시 잔뇨감, 골반 검사: 질벽 처짐 없음, 요역동학 검사: 복압 상승 없이 요류 발생 없음

A. Q-tip 검사
B. 방광 내시경 검사
C. 요속 검사 및 잔뇨량 측정
D. 요검사 및 소변 배양 검사
E. 골반 MRI",C,Gynecology
"24세 여성이 소변을 볼 때 작열감과 빈뇨를 호소하며 내원하였다. 최근 성 파트너가 바뀌었으며, 피임 없이 성관계를 가졌다. 이 환자의 진단을 위해 가장 적절한 검사는?

체온 37.4°C, 골반 검사: 외음부 발적, 질 분비물 정상, 소변 검사: 단백뇨(-), 백혈구 양성, 질산염 양성

A. 질 분비물 배양 검사
B. 소변 배양 검사
C. 자궁경 검사
D. 요역동학 검사
E. 질확대경 검사",B,Gynecology
"31세 여성이 최근 1년간 진행된 월경통으로 내원하였다. 월경 시작 전부터 통증이 심해지고, 진통제를 복용해도 증상이 완화되지 않는다. 내진 시 자궁이 후굴되어 있고, 양측 부속기 압통이 있다. 이 환자의 가장 가능성이 높은 진단은?

혈액 검사: CA-125 48 U/mL, 헤모글로빈 11.5 g/dL, 초음파 검사: 좌측 난소 내 4cm의 저에코성 병변, 후방 음영

A. 일차성 원발성 월경통
B. 골반염증질환
C. 자궁내막증
D. 기능성 난소 낭종
E. 자궁근종",C,Gynecology
"34세 여성이 만성 골반통과 월경 시 심한 통증을 주소로 내원하였다. 초음파에서 난소에 4.2cm 크기의 초콜릿 낭종으로 의심되는 병변이 관찰된다. 이 환자의 적절한 치료 방침은?

난소 초음파: 4.2cm 크기의 저에코성 낭종, 혈액 검사: CA-125 55 U/mL

A. 경과 관찰
B. 경구 피임약 처방
C. 비스테로이드성 소염제 처방
D. GnRH 작용제 처방
E. 복강경적 난소 낭종 절제술",E,Gynecology
"40세 여성이 수년간 지속된 월경 과다와 심한 월경통으로 내원하였다. 초음파에서 자궁근층이 비대칭적으로 두꺼워져 있고, 근층 내 이질적인 저에코 병변이 보인다. 이 환자의 적절한 치료 방침은?

골반 초음파: 자궁근층 비후, 근층 내 저에코 병변, 혈액 검사: Hb 9.8 g/dL, 혈청 철 35 μg/dL, 페리틴 8 ng/mL

A. 비스테로이드성 소염제(NSAIDs) 처방
B. 경구 피임약 처방
C. 고용량 프로게스틴 요법
D. 자궁내 프로게스틴 방출 장치 삽입
E. 자궁적출술 시행",D,Gynecology
"35세 여성이 3개월 전부터 발생한 만성 골반통으로 내원하였다. 월경 시 통증이 심해지고, 성교통도 동반된다. 골반 초음파에서 자궁근층 비후와 다수의 저에코성 병변이 보였다. 이 환자의 추가 진단을 위해 가장 적절한 검사는?

골반 초음파: 자궁근층 비대칭적 비후 및 다수 저에코 병변, 혈액 검사: Hb 11.2 g/dL, CA-125 40 U/mL

A. 자궁경 검사
B. MRI
C. 자궁내막 조직검사
D. 복강경 검사
E. 요역동학 검사",B,Gynecology
"45세 여성이 좌측 유방에서 종괴를 발견하고 내원하였다. 최근 들어 생리 주기와 무관하게 종괴 크기가 증가하고 있으며, 유방통은 없다. 시행한 검사 결과는 다음과 같다. 적절한 치료는?

유방초음파: 좌측 유방 2.5cm 종괴. 조직검사: 침윤성 유관암, ER(+), PR(+), HER2(-), Ki-67 12%. 액와 림프절 전이 없음.

A. 유방보존술 후 방사선 치료
B. 전절제술
C. 항암화학요법 후 수술
D. 항암화학요법 단독
E. 표적 치료 단독",A,General Surgery
"65세 여성이 좌측 유방 종괴와 최근 몇 달간 지속된 피부 함몰을 주소로 내원하였다. 시행한 검사 결과는 다음과 같다. 적절한 치료는?

유방초음파: 좌측 유방 3.5cm 종괴. 조직검사: 침윤성 유관암, ER(-), PR(-), HER2(-), Ki-67 45%. PET-CT: 원격 전이 없음.

A. 유방보존술
B. 전절제술 후 항암화학요법
C. 항암화학요법 후 수술
D. 항암화학요법 단독
E. 표적 치료 단독",C,General Surgery
"52세 여성이 우측 유방의 혈성 분비물과 종괴를 주소로 내원하였다. 시행한 검사 결과는 다음과 같다. 적절한 치료는?

유방초음파: 우측 유방 3cm 종괴. 조직검사: 침윤성 유관암, ER(-), PR(-), HER2(3+), Ki-67 30%. PET-CT: 액와 림프절 전이 2개.

A. 유방보존술 후 방사선 치료
B. 전절제술 후 항암화학요법
C. Pertuzumab 치료 후 수술
D. 수술 전 항암화학요법 후 방사선 치료
E. 항호르몬 치료 단독",C,General Surgery
"60세 여성이 최근 몇 달간 진행하는 유방 종괴와 함께 조기 포만감을 느껴 내원하였다. 시행한 검사 결과는 다음과 같다. 적절한 치료는?

유방초음파: 좌측 유방 2cm 종괴. 조직검사: 침윤성 유관암, ER(+), PR(+), HER2(-), Ki-67 35%. 유전자 검사: Oncotype DX score 32.

A. 항호르몬 치료 단독
B. 항암화학요법 후 항호르몬 치료
C. 수술 후 방사선 치료 단독
D. 항HER2 표적치료 추가
E. 전절제술 후 관찰",B,General Surgery
"48세 여성이 유방암 진단 후 치료 계획을 위해 내원하였다. 유방 종괴가 점차 커지고 간헐적인 통증이 있었다. 신체 진찰에서 우측 유방에 단단하며 경계가 불분명한 종괴가 촉지되었고, 액와 림프절 비대가 확인되었다. 이 환자의 최적 치료 전략은?

유방 조직 생검: 침윤성 유관암, 면역조직화학염색: ER(-), PR(-), HER2(3+). 유전자 검사: HER2 증폭 양성. PET-CT: 액와 림프절 전이 확인.

A. Paclitaxel + Trastuzumab + Pertuzumab
B. Tamoxifen + Anastrozole
C. Bevacizumab + Capecitabine
D. FOLFIRI + Cetuximab
E. Pembrolizumab 단독 요법",A,Hematology and Oncology
"45세 남성이 갑작스러운 의식 저하로 응급실에 왔다. 지난 1주일 동안 지속적인 발열과 점상 출혈을 보였고, 내원 당일 심한 두통과 방향 감각 장애를 호소하였다. 혈압은 85/60 mmHg, 심박수는 115회/분이었다. 신체 진찰에서 공막 황달과 창백한 피부가 관찰된다. 이 환자의 가장 적절한 초기 치료는?

CBC: WBC 6,700/uL, Hb 9.5 g/dL, Platelet 18,000/uL. PT 정상, aPTT 정상, Fibrinogen 정상. 말초 혈액 도말 검사: schistocyte 증가. 신기능 검사: Cr 2.4 mg/dL, LDH 상승, Haptoglobin 감소.

A. 혈장 교환술
B. 코르티코스테로이드
C. 혈소판 수혈
D. 헤파린 투여
E. 항생제 단독 치료",A,Hematology and Oncology
"59세 남성이 림프종 진단 후 항암 치료를 시작한 지 48시간 이내에 혼동과 경련을 보여 내원하였다. 두통과 구역감을 호소하며, 의식이 혼미하고 반응이 둔해진 상태다. 혈액 검사에서 전해질 이상이 확인되고, 심전도에서도 이상 소견이 나타났다. 이 환자의 가장 적절한 치료 전략은?

CBC: WBC 95,000/uL, Hb 10.4 g/dL, Platelet 120,000/uL. 혈청 생화학: K+ 6.3 mmol/L, Uric acid 12.5 mg/dL, Phosphorus 6.8 mg/dL, Calcium 6.1 mg/dL, Creatinine 2.3 mg/dL. LDH 2,100 U/L. ECG: T파 증가, QT 연장.

A. Rasburicase + 적극적인 수액 보충
B. Allopurinol + Sodium bicarbonate
C. 칼슘 보충 + Loop 이뇨제
D. Cyclophosphamide 감량 후 재투여
E. Dexamethasone 단독 치료",A,Hematology and Oncology
"72세 여성이 갑작스런 의식 저하로 내원하였다. 당뇨와 고혈압 병력이 있고, 3일 전부터 발열과 기침이 있었다. 활력징후: 혈압 95/60 mmHg, 맥박 110회/분, 호흡수 24회/분, 체온 38.5°C. 뇌척수액 검사: WBC 320/mm³(90% 단핵구), 단백 90 mg/dL, 포도당 40 mg/dL(혈당 100 mg/dL). 다음으로 가장 적절한 추가 검사는?

WBC 320/mm³(단핵구 우세), 단백 90 mg/dL, 포도당 40 mg/dL, 목 강직, 의식 저하

A. 뇌 MRI
B. HSV PCR 검사
C. 객담 배양검사
D. 혈청 암모니아 재검사
E. 간 기능 검사",B,Infectious Diseases
"72세 여성이 최근 물을 많이 마시게 되고, 점점 정신이 멍해진다고 가족과 함께 병원에 왔다. 보호자는 몇 시간 전부터 환자가 말을 더듬고 멍한 상태가 심해져 걱정이 되어 병원에 데려왔다고 한다. 신체 진찰에서 혈압 115/70 mmHg, 심박수 88회/분, 체온 36.8°C였으며, 신경학적 검사에서 근력 저하는 없으나 반응이 느렸다. 이 환자의 가장 가능성 높은 진단은?

혈액검사: 나트륨 118 mEq/L, 칼륨 4.1 mEq/L, 혈장 삼투압 250 mOsm/kg, 요 삼투압 110 mOsm/kg, 요 나트륨 10 mEq/L.

A. SIADH
B. 일차성 다음증
C. 만성 신부전
D. 신증후군
E. 갑상선 기능 저하증",B,Nephrology
"72세 남성이 혼돈과 무기력감을 보여 응급실로 왔다. 보호자에 따르면 환자는 몇 시간 전부터 말이 느려지고 반응이 둔해졌다고 한다. 최근 감기 증상이 있어 몇 주간 기침이 지속되었으며, 식욕이 감소했다고 한다. 신체 진찰에서 혈압 100/60 mmHg, 심박수 78회/분, 호흡수 10회/분이었으며, 의식이 둔화되어 있었다. 이 환자의 가장 가능성 높은 진단은?

동맥혈 가스 검사: pH 7.28, pCO₂ 58 mmHg, HCO₃⁻ 26 mEq/L, Na⁺ 140 mEq/L, K⁺ 4.2 mEq/L, Cl⁻ 105 mEq/L.

A. 호흡성 알칼리증
B. 호흡성 산증
C. 대사성 산증
D. 대사성 알칼리증
E. 혼합성 산-염기 장애",B,Nephrology
"70세 남성이 의식이 저하된 채로 응급실에 실려왔다. 보호자에 따르면 환자는 최근 만성 신부전으로 혈액투석을 받고 있으며, 오늘 아침부터 반응이 둔해지고 말이 어눌해졌다고 한다. 신체 진찰에서 혈압 150/85 mmHg, 심박수 78회/분, 호흡수 12회/분이었으며, 의식이 혼미한 상태였다. 이 환자의 가장 가능성 높은 진단은?

동맥혈 가스 검사: pH 7.15, pCO₂ 36 mmHg, HCO₃⁻ 10 mEq/L, Na⁺ 138 mEq/L, K⁺ 6.2 mEq/L, Cl⁻ 106 mEq/L. BUN 110 mg/dL, 크레아티닌 9.5 mg/dL.

A. 만성 신부전에 의한 대사성 산증
B. 요독성 뇌병증
C. 급성 신부전
D. 호흡성 산증
E. 젖산산증",A,Nephrology
"28세 여성이 건강검진에서 시행한 자궁경부세포진검사에서 ASC-US 소견이 확인되었다. 환자는 특별한 증상을 호소하지 않으며, HPV 검사는 시행되지 않았다. 이 환자의 적절한 다음 처치는?

자궁경부세포진검사 결과: ASC-US, HPV 검사 시행되지 않음

A. 즉시 자궁경부 확대경 검사 시행
B. 6개월 후 자궁경부세포진검사 반복 시행
C. HPV 검사 시행 후 결과에 따라 관리 결정
D. 원추 절제술 시행
E. 즉시 항바이러스 치료 시작",C,Gynecology
"32세 여성이 정기 건강검진에서 자궁경부세포진검사에서 저등급편평상피내병변 소견이 확인되었다. 환자는 최근 3년 동안 정기적으로 검진을 받아왔으며, HPV 16/18 검사는 음성이었다. 이 환자의 적절한 다음 처치는?

자궁경부세포진검사 결과: LSIL, HPV 16/18 음성

A. 원추 절제술 시행
B. 자궁경부 확대경 검사 시행
C. 1년 후 자궁경부세포진검사 반복 시행
D. 즉시 자궁경부 절제술 시행
E. 항바이러스 치료 시작",C,Gynecology
"27세 여성이 건강검진에서 시행한 자궁경부세포진검사에서 저등급 편평상피내병변이 확인되었다. 환자는 이전 검진에서 정상이었으며, HPV 검사에서 고위험군 유형이 검출되지 않았다. 이 환자의 적절한 다음 처치는?

자궁경부세포진검사 결과: 저등급 편평상피내병변(LSIL), HPV 고위험군 음성

A. 원추 절제술 시행
B. 자궁경부 확대경 검사 시행
C. 1년 후 자궁경부세포진검사 반복 시행
D. 즉시 자궁경부 절제술 시행
E. 항생제 치료 시작",C,Gynecology
"35세 여성이 정기 건강검진에서 자궁경부세포진검사에서 고등급 편평상피내병변 소견이 확인되었다. 환자는 최근 5년간 검진을 받지 않았으며, HPV 16이 양성으로 확인되었다. 이 환자의 적절한 다음 처치는?

자궁경부세포진검사 결과: 고등급 편평상피내병변(HSIL), HPV 16 양성

A. 원추 절제술 시행
B. 3개월 후 자궁경부세포진검사 반복 시행
C. 자궁경부 확대경 검사 시행
D. 경과 관찰 후 6개월 뒤 재검사
E. 방사선 치료 단독 시행",A,Gynecology
"48세 남성이 교통사고 후 대량 출혈로 응급실에 내원하였다. 도착 당시 환자는 의식이 혼미하고 창백한 모습을 보였으며, 혈압은 70/40 mmHg, 맥박수는 130회/분이었다. 환자는 식은땀을 흘리며 사지가 차가웠다. 이 환자의 초기 처치로 가장 중요한 조치는 무엇인가?

Hgb 6.5 g/dL, Hct 20%, 혈소판 110,000/μL, PT 16.5초, INR 1.8, lactate 5.6 mmol/L

A. 고용량 항부정맥제 투여
B. 대량 수액 및 혈액 제제 투여
C. 항생제 정주 후 경과 관찰
D. 정맥 이뇨제 투여로 부종 조절
E. 산소 공급 시행",B,Cardiology
"45세 남성이 교통사고 이후 하지 감각 소실과 마비 증상을 보이며 응급실에 내원하였다. 환자는 몸이 차갑고 기운이 없다고 호소하며, 혈압은 70/40 mmHg, 맥박수는 50회/분으로 서맥을 동반하고 있었다. 신체 진찰에서 하지의 감각이 저하되어 있었으며, 근력도 감소한 상태였다. 이 환자의 초기 관리로 가장 중요한 조치는 무엇인가?

혈압 70/40 mmHg, 맥박수 50회/분, 체온 35.5℃, 혈색소 13.5 g/dL, 혈소판 210,000/μL, Na⁺ 135 mEq/L, K⁺ 4.1 mEq/L

A. 수액 제한 후 저용량 이뇨제 투여
B. 혈관수축제 투여 및 척수 손상 보호
C. 혈전용해제 정주
D. 단시간 베타차단제 고용량
E. None",B,Cardiology
"50세 여성이 2일 전부터 지속된 고열과 복통으로 내원하였다. 환자는 하루 전부터 의식이 흐려지고, 피부가 축축하고 창백해지는 느낌이 들었다고 한다. 내원 당시 혈압이 저하된 상태였으며, 맥박수가 빠르고 사지 말단이 차가웠다. 혈액검사에서 젖산 수치가 상승해 있었으며, 청진 시 폐에서 수포음은 없었다. 이 환자에게 우선적으로 필요한 치료는?

혈압 85/50 mmHg, 맥박수 130회/분, 체온 38.9℃, 혈액검사: 젖산 4.6 mmol/L

A. 항부정맥제 투여
B. 수액 투여
C. 베타차단제 투여
D. 혈전용해제 투여
E. 광범위 항생제 투여",B,Cardiology
"60세 남성이 교통사고 후 응급실로 이송되었다. 환자는 사고 당시 의식을 유지하고 있었으나, 사고 직후부터 양 다리를 움직일 수 없었고 감각이 둔해졌다고 한다. 도착 당시 혈압은 70/40 mmHg, 맥박수는 55회/분이었으며, 피부가 차고 건조한 상태였다. 신경학적 검사에서 하반신 마비와 온도 저하가 확인되었으며, 통증 반응이 없었다. 이 환자를 치료하기 위해 초기 단계에서 고려해야 할 조치는?

혈압 70/40 mmHg, 맥박수 55회/분, 신경학적 검사: 하반신 마비, 통각 소실, 체온 저하

A. 혈관수축제 투여
B. 스테로이드 투여
C. 혈전용해제 투여
D. 고용량 베타차단제
E. 이뇨제 정주",A,Cardiology
"67세 남성이 고열과 의식 저하로 응급실에 내원하였다. 과거력으로 당뇨병과 만성 신부전이 있으며, 최근 감기 증상이 있었다. 환자는 수액 치료에도 혈압이 지속적으로 90/60 mmHg 이하로 유지되었다. 이 환자에서 가장 적절한 다음 치료는?

혈압 85/50 mmHg, 맥박 112회/분, 호흡수 24회/분, 체온 39.0°C, 혈액검사: WBC 18,000/mm³, Lactate 5.2 mmol/L, Cr 2.3 mg/dL

A. 노르에피네프린 정맥주사
B. 스테로이드 정맥주사
C. 바소프레신 정맥주사
D. 도파민 정맥주사
E. 도부타민 정맥주사",A,Infectious Diseases
"28세 여성이 무월경과 젖흘림 증상을 주소로 내원하였다. 최근 두통과 시야 흐림도 호소한다. 이 환자의 적절한 다음 검사 및 치료 방침은?

혈액 검사: 프로락틴 105 ng/mL, FSH 4.2 mIU/mL, LH 3.8 mIU/mL, 에스트라디올 30 pg/mL, 뇌하수체 MRI에서 1.2cm 종양 관찰됨

A. 고용량 에스트로겐 치료
B. 카베골린 처방
C. 경구 피임약 처방
D. 고용량 프로게스틴 요법 시행
E. 난포자극호르몬(FSH) 주사 치료",B,Gynecology
"58세 여성이 1년 전 시행한 자궁적출술 이후 반복적인 골반 통증과 질 분비물 증가를 주소로 내원하였다. 최근 3개월 동안 체중 감소와 피로감을 경험하였으며, 한 달 전부터 간헐적인 발열이 발생하였다. 자궁내막암으로 치료받았으며, 수술 후 보조 항암화학요법을 받았다. 이 환자의 적절한 치료 방침은?

혈액 검사: Hb 10.1, WBC 8.4×10^3, CRP 12.5, CA-125 220 U/mL, 영상 검사: 복부 CT에서 골반 림프절 종대

A. 추적 관찰
B. 골반 방사선 치료
C. 전신 항암화학요법 시행
D. 방사선 치료 및 항암화학요법 병행
E. 광범위 골반 절제술",D,Gynecology
"44세 여성이 지속적인 질 분비물과 경미한 골반 통증을 주소로 내원하였다. 최근 2개월 동안 질 부위에서 가려움증과 불편감을 호소했으며, 성교 시 통증이 심해졌다고 보고하였다. 신체 검사에서 질 상부 후벽에 2cm 크기의 단단한 종괴가 확인되었으며, 조직 검사 결과 HPV 비연관성 편평세포암으로 진단되었다. 이 환자의 가장 적절한 치료 방침은?

신체 검사: 질 상부 후벽 2cm 단단한 종괴, 혈액 검사: Hb 12.2, WBC 7.6×10^3, CMP 정상, 조직 검사: HPV 비연관성 편평세포암

A. 국소 절제술 및 경과 관찰
B. 근치적 방사선 치료
C. 항암화학요법 단독
D. 방사선 치료 및 항암화학요법 병행
E. 면역항암요법 단독",D,Gynecology
"22세 여성이 최근 2주간 지속된 질 분비물 증가와 배뇨 시 불편감을 주소로 내원하였다. 최근 성 파트너가 바뀌었으며, 피임 없이 성관계를 가졌다고 한다. 이 환자의 적절한 치료 방침은?

혈액 검사: 백혈구 9,200/μL, CRP 1.1 mg/dL, 질 분비물 검사: 백혈구 증가, 클라미디아 PCR 양성, 임질 PCR 음성

A. 아지스로마이신 단독 처방
B. 세프트리악손과 독시사이클린 병용 처방
C. 독시사이클린 단독 처방
D. 세프트리악손 단독 처방
E. 성병 검사 후 경과 관찰",B,Gynecology
"35세 여성이 지난 두 달간 불규칙한 질 출혈을 주소로 내원하였다. 환자는 간헐적인 골반 통증과 피로감을 호소하고 있다. 이 환자의 다음 치료로 가장 적절한 것은?

신체 검사: 자궁 비대 소견, 혈액 검사: β-hCG 250,000 mIU/mL, 골반 초음파: 자궁 내 이질적인 종괴(임신낭 없음), 흉부 CT: 다발성 폐 결절

A. 자궁 소파술 시행
B. 단일 항암제 치료(메토트렉세이트)
C. 다중 항암 화학요법(에토포사이드, 메토트렉세이트, 악티노마이신 D, 사이클로포스파마이드, 빈크리스틴)
D. 복식 전자궁적출술
E. 전뇌 방사선 치료",C,Gynecology
"60세 폐경 여성 환자가 비정상적인 자궁 출혈을 주소로 내원하였다. 이 환자의 다음 치료로 가장 적절한 것은?

자궁내막 생검: 고등급 장액성 자궁내막암, MRI: 자궁근층 침범 >50%, 국소 림프혈관 공간 침윤(LVSI), 원격 전이 없음

A. 복식 전자궁적출술 및 양측 난소·난관 절제술(TH/BSO) 단독
B. TH/BSO 및 골반 림프절 절제술
C. TH/BSO 및 골반·대동맥 주위 림프절 절제술 후 보조 항암화학요법
D. 수술 없이 1차 항암화학요법 시행
E. 골반 방사선 치료 단독",C,Gynecology
"45세 여성이 질 출혈과 불편감을 주소로 내원하였다. 최근 성관계 시 통증이 발생하였으며, 몇 개월 동안 증상의 악화를 경험하고 있다. 검사 결과는 다음과 같다. 이 환자의 적절한 치료 방법은?

골반 진찰: 질 후벽 3cm 궤양성 병변, 조직검사: 편평세포암, MRI: 질 근층 침범 (골반벽/직장/방광 침범 없음)

A. 질 절제술 단독
B. 자궁적출술 및 양측 난소·난관 절제술
C. 동시 화학방사선 치료
D. 단독 방사선 치료
E. 항암화학요법 단독",C,Gynecology
"70세 여성이 외음부 소양감과 소량의 출혈을 주소로 내원하였다. 검사 결과는 다음과 같다. 다음으로 가장 적절한 치료는?

신체 검사: 외음부 우측 소음순 2.5cm 궤양성 병변, 조직검사: 침윤성 편평세포암, MRI: 국소 림프절 종대 없음, 원격 전이 없음

A. 광범위 국소 절제술
B. 근치적 외음부 절제술 및 감시 림프절 생검
C. 근치적 외음부 절제술 및 양측 서혜부 림프절 절제술
D. 전신 항암화학요법
E. 단독 방사선 치료",B,Gynecology
"47세 여성이 6개월 전부터 지속된 골반 통증과 비정상적인 질 출혈을 주소로 내원하였다. 환자는 최근 허리 통증이 심해졌으며, 빈혈로 인해 쉽게 피로감을 느낀다고 호소하였다. 과거력상 자궁근종이 있어 수년간 경과 관찰 중이었으며, 최근 크기가 증가한 것으로 확인되었다. 복부 및 골반 촉진에서 자궁이 비정상적으로 커져 있으며, 단단한 질감을 보였다. 이 환자의 적절한 치료 방침은?

신체 검사: 12cm 자궁, 단단한 질감, 혈액 검사: Hb 9.1 g/dL, 복부 CT: 자궁 내 종괴 (13cm), 주변 장기 침범 없음

A. 호르몬 요법 단독
B. 자궁 절제술 및 병리학적 평가 후 치료 결정
C. 전신 항암화학요법 시행
D. 방사선 치료 단독
E. 보존적 치료 후 추적 관찰",B,Gynecology
